STT,Link chat,Loại việc,Hệ bài chữa,Gửi giáo án,Mã giáo án,Đường dẫn bài nộp,Trạng thái,Thời gian bắt đầu,Thời gian hoàn thành,Xưng hô
18,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010573753199&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\HUYENNGUYEN_FITNESS-CLUB.docx|D:\HoangLong_Data\Download\HUYENNGUYEN_FOOD-CLUB.docx,Đã làm,11:12,11:16,Anh - Em (Mặc định)
19,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100027277458455&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 4,D:\HoangLong_Data\Download\TASK-1-VIẾT-CHO-BẠN-VỀ-TRẬN-ĐẤU-BÓNG-ĐÁ.docx|D:\HoangLong_Data\Download\TASK-1-VIẾT-THƯ-CHO-SẾP-XIN-HỌC-KHÓA-HỌC.docx|D:\HoangLong_Data\Download\TASK-1-VIẾT-VỀ-VALI-BỊ-MẤT.docx,Đã làm,11:16,11:19,Anh - Em (Mặc định)
20,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100092882052158&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 6,D:\HoangLong_Data\Download\Local-food.docx,Đã làm,11:16,11:20,Anh - Em (Mặc định)
21,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100069249181540&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 3,D:\HoangLong_Data\Download\viet-ve-khoa-hoc-tieng-viet-cho-ban-nguoi-my.docx|D:\HoangLong_Data\Download\viet-ve-tran-dau-bong-da.docx,Đã làm,11:20,11:22,Anh - Em (Mặc định)
22,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100021762312553&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FOOD-CLUB-THANG.docx|D:\HoangLong_Data\Download\FITNESS-CLUB-THANG.docx,Đã làm,11:20,11:23,Anh - Em (Mặc định)
23,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=61578017551850&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 2,D:\HoangLong_Data\Download\Bài-viết.docx,Đã làm,11:27,11:30,Anh - Em (Mặc định)
24,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100006281470408&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\writing-Book.docx,Đã làm,11:27,11:31,Anh - Em (Mặc định)
25,https://www.facebook.com/messages/t/9768397103217245,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Car-2.doc,Đã làm,11:35,,Anh - Em (Mặc định)
26,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100094638156323&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 8,D:\HoangLong_Data\Download\PHOTOGRAPHY-CLUB-APTIS-SV.docx,Đã làm,12:03,12:05,Anh - Em (Mặc định)
27,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100005860421376&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Lệ-Đỗ-Music-Club-7.7.2026.docx,Đã làm,12:03,12:06,Anh - Em (Mặc định)
28,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100002245343685&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\CAR-CLUB-1.docx|D:\HoangLong_Data\Download\Fashion-Club-1.docx,Đã làm,12:06,12:09,Anh - Em (Mặc định)
29,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100009879042476&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\GiaPhong-TELEVISION-CLUB-APTIS-SV.docx,Đã làm,12:06,12:10,Anh - Em (Mặc định)
30,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100014152321532&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\TRAVEL-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\ART-CLUB-APTIS-SV-P.docx,Đã làm,12:10,12:12,Anh - Em (Mặc định)
31,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100028975823587&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Hung Dang - Writing.docx|D:\HoangLong_Data\Download\Hung Dang - Writing (1).docx,Đã làm,12:10,12:14,Anh - Em (Mặc định)
32,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100004940117429&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Fittness club.docx|D:\HoangLong_Data\Download\Food club - thanh tú.docx,Đã làm,12:14,12:18,Anh - Em (Mặc định)
33,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100075042691879&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Quý Lê + TECHNOLOGY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\Quý Lê + SOCIAL - CLUB - APTIS SV.docx,Đã làm,12:14,12:19,Anh - Em (Mặc định)
34,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100007416542783&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Dam Thi Ngoc Anh MUSIC CLUB.docx,Đã làm,12:19,12:21,Anh - Em (Mặc định)
35,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010036263945&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Đỗ ĐứcTECHNOLOGY-CLUB.docx|D:\HoangLong_Data\Download\Đỗ Đức SOCIAL - CLUB .docx,Đã làm,12:19,12:23,Anh - Em (Mặc định)
36,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100006183615082&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Le-Ly-Duc-Food-club.docx|D:\HoangLong_Data\Download\Lê-Lý-Đức-FITNESS-CLUB.docx,Đã làm,12:23,12:26,Anh - Em (Mặc định)
37,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010606781287&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 4,D:\HoangLong_Data\Download\4.-Viết-về-vali-bị-mất.docx,Đã làm,12:51,12:53,Anh - Em (Mặc định)
38,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100017001094946&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\COMMUNITY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\HOME-LIVING-CLUB-APTIS-SV.docx,Đã làm,12:55,12:59,Anh - Em (Mặc định)
39,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100051207254546&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\Đặng Thị Thu Thương TECHNOLOGY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\Đặng Thị Thu Thương COMMUNITY-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\Đặng Thị Thu Thương HOME-LIVING-CLUB-APTIS-SV.docx,Đã làm,12:55,13:01,Anh - Em (Mặc định)
40,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=61550797424080&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Bài tập ôn tập buổi 2.docx,Đã làm,13:03,13:06,Anh - Em (Mặc định)
41,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100030719768816&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 5,,Đã làm,14:01,14:02,Anh - Em (Mặc định)
42,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100057142360530&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Bùi Nhật Anh - Televison club.docx|D:\HoangLong_Data\Download\Bùi Nhật Anh - English club.docx,Đã làm,14:01,14:04,Anh - Em (Mặc định)
1,https://www.facebook.com/messages/t/1554173822946873,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\260709-NATURE-CLUB.docx,Đã làm,14:34,14:36,Anh - Em (Mặc định)
2,https://www.facebook.com/messages/t/925787123282034,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\MUSEUM-CLUB.docx,Đã làm,14:34,14:38,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100018393665455&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,vstep_bài 1,,Đã làm,14:40,14:41,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100023033632027&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Bản sao của FITNESS-CLUB-APTIS-SV.docx,Đã làm,14:46,14:50,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100030959023970&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Lại-Quốc-Huy-Music-club.docx,Đã làm,14:46,14:51,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100066679562647&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Lê-Kim-Anh-ENGLISH-CLUB.docx|D:\HoangLong_Data\Download\Lê-Kim-Anh-TELEVISION-CLUB.docx,Đã làm,14:55,14:58,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100027604567317&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\LÊ NHƯ QUỲNH  ENGLISH-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\LÊ NHƯ QUỲNH TELEVISION-CLUB-APTIS-SV.docx,Đã làm,14:55,15:00,Anh - Em (Mặc định)
8,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100066598283578&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,15:18,15:19,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100002585318545&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\Pham Hong Anh - FOOD-CLUB-APTIS-SV.docx,Đã làm,15:23,15:26,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100008279261102&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\Bản sao của TELEVISION-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\Bản sao của ENGLISH-CLUB-APTIS-SV.docx,Đã làm,15:27,15:33,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100010432237858&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 2,D:\HoangLong_Data\Download\MUSIC-CLUB-APTIS-SV_NMT.docx,Đã làm,15:35,15:35,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100030719768816&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\COMMUNITY-CLUB-Nguyen-Tu-Loan.docx,Đã làm,15:35,15:39,Anh - Em (Mặc định)
13,https://www.facebook.com/messages/t/925787123282034,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\CAR-CLUB-1 (1).docx,Đã làm,15:39,15:41,Anh - Em (Mặc định)
14,https://www.facebook.com/messages/t/35691190933859298,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\ART-Club.docx|D:\HoangLong_Data\Download\Book-Club.docx,Đã làm,16:01,16:05,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100014586967215&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 5,D:\HoangLong_Data\Download\Le Nguyen Quynh Tran TECHNOLOGY.docx|D:\HoangLong_Data\Download\Le Nguyen Quynh Tran SOCIAL - CLUB .docx,Đã làm,16:15,16:16,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100024835954784&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 3,D:\HoangLong_Data\Download\Mai Phuong - Television club.docx,Đã làm,16:15,16:17,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100042786798211&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Sang-Sang-MUSIC-CLUB.docx,Đã làm,16:17,16:19,Anh - Em (Mặc định)
1,https://www.facebook.com/messages/e2ee/t/1049739444221716,Chỉ gửi giáo án,,Có,gen_bài 5,,Đã làm,22:51,22:52,Anh - Em (Mặc định)
2,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100048925163112&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 8,,Đã làm,22:51,22:52,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100048925163112&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 1,D:\HoangLong_Data\Download\BaiLamHocVien_20260710_224321.txt,Đã làm,22:59,23:02,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100002398273249&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Buithanh-TELEVISION-CLUB-APTIS-SV.docx,Đã làm,23:06,23:09,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100009086347187&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Nguyễn-Văn-Kiên-MUSIC-CLUB.docx,Đã làm,23:06,23:11,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100023033632027&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\WRITING-FOOD-CLUB.docx|D:\HoangLong_Data\Download\SOCIAL-CLUB-APTIS-SV.docx,Đã làm,23:11,23:16,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100037703618080&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 4,D:\HoangLong_Data\Download\TASK-1-VIẾT-VỀ-VALI-BỊ-MẤT.docx|D:\HoangLong_Data\Download\TASK-1-VIẾT-THƯ-CHO-SẾP-XIN-HỌC-KHÓA-HỌC-1.docx,Đã làm,23:11,23:18,Anh - Em (Mặc định)
1,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_butthttps%3A%2F%2Fbusiness.facebook.com%2Flatest%2Finbox%2Fall%2F%3Fnav_ref%3Dmanage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100025444059755&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\TECHNOLOGY CLUB.docx,Đã làm,10:40,10:43,Anh - Em (Mặc định)
2,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_butthttps%3A%2F%2Fbusiness.facebook.com%2Flatest%2Finbox%2Fall%2F%3Fnav_ref%3Dmanage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100004435320426&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\food-club.docx,Đã làm,10:40,10:44,Anh - Em (Mặc định)
3,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_butthttps%3A%2F%2Fbusiness.facebook.com%2Flatest%2Finbox%2Fall%2F%3Fnav_ref%3Dmanage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100006183615082&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Le-Ly-Duc-Social-club.docx|D:\HoangLong_Data\Download\Le-Ly-Duc-TECHNOLOGY-CLUB.docx,Đã làm,10:44,10:48,Anh - Em (Mặc định)
4,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_butthttps%3A%2F%2Fbusiness.facebook.com%2Flatest%2Finbox%2Fall%2F%3Fnav_ref%3Dmanage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100032002718778&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Nguyễn Văn Chí Nhân A1803..docx|D:\HoangLong_Data\Download\Nguyễn Văn Chí Nhân A1803. (1).docx,Đã làm,11:00,11:04,Anh - Em (Mặc định)
5,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_butthttps%3A%2F%2Fbusiness.facebook.com%2Flatest%2Finbox%2Fall%2F%3Fnav_ref%3Dmanage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100030497672731&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FITNESS-CLUB-APTIS-SV.docx|D:\HoangLong_Data\Download\FOOD-CLUB-APTIS-SV.docx,Đã làm,11:00,11:05,Anh - Em (Mặc định)
6,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_butthttps%3A%2F%2Fbusiness.facebook.com%2Flatest%2Finbox%2Fall%2F%3Fnav_ref%3Dmanage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100011053892441&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 5,D:\HoangLong_Data\Download\Bản sao của SOCIAL - CLUB - APTIS SV.docx,Đã làm,11:05,11:08,Anh - Em (Mặc định)
7,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_butthttps%3A%2F%2Fbusiness.facebook.com%2Flatest%2Finbox%2Fall%2F%3Fnav_ref%3Dmanage_page_ap_plus_inbox_message_button&asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=1636966893&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 8,D:\HoangLong_Data\Download\MON - LANGUAGE CLUB - APTIS SV.docx|D:\HoangLong_Data\Download\MON - PHOTOGRAPHY-CLUB-APTIS-SV.docx,Đã làm,11:16,11:20,Anh - Em (Mặc định)
8,https://www.facebook.com/messages/t/29694933916817140,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\BUSINESS-CLUB.docx,Đã làm,11:16,11:21,Anh - Em (Mặc định)
9,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100082884691311&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\SCIENCE-CLUB.docx|D:\HoangLong_Data\Download\ART-CLUB.docx|D:\HoangLong_Data\Download\COMPUTER-CLUB.docx,Đã làm,11:23,11:26,Anh - Em (Mặc định)
10,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100004578934175&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,12:02,12:03,Anh - Em (Mặc định)
11,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100022395454839&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,vstep_bài 1,,Đã làm,12:02,12:05,Anh - Em (Mặc định)
12,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100049680133045&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 1,,Đã làm,12:05,12:06,Anh - Em (Mặc định)
13,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100028975823587&thread_type=FB_MESSAGE,Chỉ gửi giáo án,,Có,gen_bài 3,,Đã làm,12:05,12:06,Anh - Em (Mặc định)
14,https://business.facebook.com/latest/inbox/all/?asset_id=397158984167026&mailbox_id=397158984167026&selected_item_id=100093538251709&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Bản sao của Walking-Club - APTIS SV.docx|D:\HoangLong_Data\Download\Bản sao của TRAVEL-CLUB-APTIS-SV.docx,Đã làm,12:09,12:12,Anh - Em (Mặc định)
15,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100015914040659&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 6,D:\HoangLong_Data\Download\BÀI TẬP CỦA HIÊN .docx|D:\HoangLong_Data\Download\BÀI TẬP CỦA HIÊN  (1).docx,Đã làm,12:45,12:48,Anh - Em (Mặc định)
16,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100009360448537&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\writing.docx,Đã làm,13:23,13:26,Anh - Em (Mặc định)
17,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100062029441760&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 11,D:\HoangLong_Data\Download\Writing task 1+2 .docx,Đã làm,13:23,13:28,Anh - Em (Mặc định)
18,https://business.facebook.com/latest/inbox/all/?nav_ref=manage_page_ap_plus_inbox_message_button&asset_id=397158984167026&business_id=&mailbox_id=397158984167026&selected_item_id=100054028025983&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 2,D:\HoangLong_Data\Download\Ma-Huong-Thao-Music-Club.docx,Đã làm,13:29,13:32,Anh - Em (Mặc định)
19,https://www.facebook.com/messages/t/35904561019190651,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\FILM-CLUB-APTIS-SV.docx,Đã làm,13:42,13:45,Anh - Em (Mặc định)
20,https://business.facebook.com/latest/inbox/all?asset_id=397158984167026&nav_ref=redirect_biz_inbox_pages_messages_button&mailbox_id=397158984167026&selected_item_id=100016667746318&thread_type=FB_MESSAGE,Chữa bài,VSTEP,Có,vstep_bài 8,"D:\HoangLong_Data\Download\6. CHẢY MÁU CHẤT XÁM (NGUYÊN NHÂN, GIẢI PHÁP).docx",Đã làm,14:02,14:05,Anh - Em (Mặc định)
21,https://www.facebook.com/messages/t/792590843446609,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Debate club.docx,Đã làm,14:10,14:12,Anh - Em (Mặc định)
22,https://business.facebook.com/latest/inbox/all?asset_id=397158984167026&nav_ref=redirect_biz_inbox_pages_messages_button&mailbox_id=397158984167026&selected_item_id=100020846213664&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 4,D:\HoangLong_Data\Download\FOOD-CLUB.docx|D:\HoangLong_Data\Download\FITNESS-CLUB .docx,Đã làm,14:18,14:22,Anh - Em (Mặc định)
23,https://business.facebook.com/latest/inbox/all?asset_id=397158984167026&nav_ref=redirect_biz_inbox_pages_messages_button&mailbox_id=397158984167026&selected_item_id=100009793663090&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Quốc-Thành-Television-club.docx,Đã làm,14:18,14:22,Anh - Em (Mặc định)
24,https://business.facebook.com/latest/inbox/all?asset_id=397158984167026&nav_ref=redirect_biz_inbox_pages_messages_button&mailbox_id=397158984167026&selected_item_id=100045040692898&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Không,,D:\HoangLong_Data\Download\Võ Ngọc Lan + Technology club.docx,Đã làm,14:22,14:25,Anh - Em (Mặc định)
25,https://business.facebook.com/latest/inbox/all?asset_id=397158984167026&nav_ref=redirect_biz_inbox_pages_messages_button&mailbox_id=397158984167026&selected_item_id=100054713861441&thread_type=FB_MESSAGE,Chữa bài,APTIS GENERAL,Có,gen_bài 3,D:\HoangLong_Data\Download\luyện-đề-2.docx,Đã làm,14:28,14:31,Anh - Em (Mặc định)
